🌍虎牙轮播,#genre#
剧集_地下交通站,https://www.goodiptv.club/huya/11342433
剧集_邻里一家亲,https://www.goodiptv.club/huya/11342426
搞笑_陈翔六点半,https://www.goodiptv.club/huya/11274154

央卫,#genre#
CCTV1综合,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel1/index.m3u8
CCTV2财经,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel2/index.m3u8
CCTV3综艺,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel3/index.m3u8
CCTV3综艺,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41139/index.m3u8
CCTV4中文国际,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel4/index.m3u8
CCTV5体育,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel5/index.m3u8
CCTV5体育,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41140/index.m3u8
CCTV5+体育赛事,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel13/index.m3u8
CCTV6电影,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel6/index.m3u8
CCTV6电影,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41141/index.m3u8
CCTV7国防军事,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel7/index.m3u8
CCTV8电视剧,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel8/index.m3u8
CCTV8电视剧,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41142/index.m3u8
CCTV9纪录,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel9/index.m3u8
CCTV10科教,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel10/index.m3u8
CCTV11戏曲,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel41/index.m3u8
CCTV12社会与法,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel11/index.m3u8
CCTV13新闻,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel39/index.m3u8
CCTV14少儿,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel12/index.m3u8
CCTV15音乐,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel40/index.m3u8
CCTV16奥林匹克,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel116/index.m3u8
CCTV17农业农村,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel90/index.m3u8
CGTN,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel15/index.m3u8
北京卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel24/index.m3u8
东方卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel26/index.m3u8
天津卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel28/index.m3u8
重庆卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel56/index.m3u8
黑龙江卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel27/index.m3u8
吉林卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel20/index.m3u8
辽宁卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel32/index.m3u8
内蒙古卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel93/index.m3u8
宁夏卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel69/index.m3u8
甘肃卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel57/index.m3u8
青海卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel60/index.m3u8
陕西卫视,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel55/index.m3u8
河北卫视,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel79/index.m3u8
河北卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel79/index.m3u8
山西卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel54/index.m3u8
山东卫视,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel29/index.m3u8
安徽卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel23/index.m3u8
河南卫视,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel78/index.m3u8
河南卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel78/index.m3u8
湖北卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel21/index.m3u8
湖南卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel25/index.m3u8
江西卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel22/index.m3u8
江苏卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel18/index.m3u8
浙江卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel19/index.m3u8
东南卫视,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel80/index.m3u8

广东卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel16/index.m3u8
深圳卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel17/index.m3u8
广西卫视 ,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel59/index.m3u8
云南卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel61/index.m3u8
贵州卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel30/index.m3u8
四川卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel31/index.m3u8
新疆卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel64/index.m3u8
兵团卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel67/index.m3u8
西藏卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel66/index.m3u8
海南卫视,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel62/index.m3u8
CETV1,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel33/index.m3u8
CETV4,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel10000/index.m3u
优漫卡通,http://223.109.210.41/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel53/index.m3u8
金鹰卡通,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel81/index.m3u8
金鹰卡通,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel81/index.m3u8
金鹰卡通,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43025/index.m3u8
卡酷少儿,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel11003/index.m3u8
优优宝贝,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel11007/index.m3u8
嘉佳卡通,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41133/index.m3u8
动漫秀场,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43045/index.m3u8
山东教育卫视,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel37001/index.m3u8
金鹰纪实,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43087/index.m3u8
北京纪实科教,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel11001/index.m3u8
北京纪实科教,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel22030/index.m3u8
车迷频道,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel11004/index.m3u8
环球旅游,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel11005/index.m3u8
中国天气,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel11006/index.m3u8
书画频道,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel11009/index.m3u8
家庭理财,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel21001/index.m3u8
中华美食,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel37002/index.m3u8
四海钓鱼,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel43036/index.m3u8
证券服务,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel62001/index.m3u8

重温经典,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel43067/index.m3u8
东方财经,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41135/index.m3u8
劲爆体育,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel43038/index.m3u8
欢笑剧场,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43039/index.m3u8
乐游,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43040/index.m3u8
游戏风云,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel43041/index.m3u8
